Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/05 10:06:46 PM GMT+5:30,8,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a month,others,Multiple pages,1,No,Always,High shipping costs,Always,No,Moderately,No,3,No,3,1,Quick delivery,better app interface and lower shipping charges,951405
2023/06/05 1:27:08 PM GMT+5:30,17,Others,Multiple times a week,Groceries and Gourmet Food,Sometimes,Few times a month,Filter,First page,5,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Rarely,No,1,No,2,3,User-friendly website/app interface,User interface ,903819
2023/06/08 5:28:47 PM GMT+5:30,40,Male,Less than once a month,Groceries and Gourmet Food,Sometimes,Few times a week,Filter,First page,2,No,Always,Found a better price elsewhere,Never,Yes,Rarely,Sometimes,1,No,3,1,All the above,Shipping speed and reliability,801509
2023/06/07 6:09:58 AM GMT+5:30,16,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Keyword,First page,3,No,Always,others,Never,Yes,Never,No,2,Sometimes,5,2,Customer service ,.,752627
2023/06/12 2:43:30 PM GMT+5:30,52,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,nan,Multiple pages,1,No,Never,others,Always,Yes,Moderately,Yes,1,Yes,4,3,Quick delivery,.,161473
2023/06/09 2:35:29 PM GMT+5:30,67,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,categories,First page,5,Yes,Always,High shipping costs,Often,Yes,Rarely,Sometimes,3,Yes,1,4,User-friendly website/app interface,Irrelevant product suggestions,917469
2023/06/07 12:29:31 PM GMT+5:30,56,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a month,Filter,First page,2,Yes,Rarely,Found a better price elsewhere,Never,Yes,Moderately,Yes,2,Yes,1,3,Wide product selection,Scrolling option would be much better than going to next page,417609
2023/06/12 2:51:24 PM GMT+5:30,12,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Often,Changed my mind or no longer need the item,Always,No,Rarely,Yes,4,No,1,5,Wide product selection,User interface ,169315
2023/06/08 5:16:17 PM GMT+5:30,62,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,others,Multiple pages,3,Maybe,Never,High shipping costs,Often,Yes,Moderately,No,3,Yes,1,5,Wide product selection,I don't have any problem with Amazon,813823
2023/06/08 5:39:54 PM GMT+5:30,24,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Multiple times a day,Filter,Multiple pages,3,Yes,Often,Found a better price elsewhere,Always,No,Occasionally,Sometimes,2,No,3,2,Customer service ,.,104040
2023/06/05 11:20:41 AM GMT+5:30,33,Male,Less than once a month,Beauty and Personal Care;others,No,Few times a month,Keyword,First page,1,Maybe,Always,High shipping costs,Rarely,Yes,Rarely,No,5,No,2,2,Quick delivery,Nil,184160
2023/06/05 6:49:25 PM GMT+5:30,60,Male,Less than once a month,others,Sometimes,Multiple times a day,Filter,Multiple pages,2,Yes,Never,Found a better price elsewhere,Always,Yes,Occasionally,No,2,Yes,2,3,Customer service ,.,262515
2023/06/06 8:08:19 PM GMT+5:30,49,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Rarely,nan,Multiple pages,5,Maybe,Never,Found a better price elsewhere,Never,Yes,Occasionally,Yes,4,No,2,2,Product recommendations,Customer service responsiveness,612531
2023/06/06 6:37:26 PM GMT+5:30,47,Male,Few times a month,Clothing and Fashion;Home and Kitchen,Yes,Few times a month,others,Multiple pages,2,Maybe,Never,others,Often,Yes,Occasionally,Sometimes,3,Yes,2,4,Competitive prices,Customer service responsiveness,880052
2023/06/08 5:11:27 PM GMT+5:30,7,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Filter,Multiple pages,4,No,Always,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,2,No,2,2,.,Irrelevant product suggestions,758920
2023/06/09 10:26:01 AM GMT+5:30,37,Prefer not to say,Once a month,Beauty and Personal Care;others,Sometimes,Few times a week,Keyword,First page,5,No,Never,Found a better price elsewhere,Sometimes,Yes,Never,No,5,No,3,2,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues ,211490
2023/06/07 6:17:42 PM GMT+5:30,29,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,others,Multiple pages,4,Maybe,Rarely,others,Sometimes,No,Occasionally,No,4,Yes,1,1,Quick delivery,Shipping speed and reliability,530234
2023/06/08 8:59:45 AM GMT+5:30,20,Male,Once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Keyword,Multiple pages,2,Yes,Rarely,High shipping costs,Often,Yes,Moderately,Yes,3,Sometimes,2,3,All the above,Irrelevant product suggestions,924918
2023/06/07 11:48:25 AM GMT+5:30,44,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Filter,First page,1,Maybe,Always,High shipping costs,Often,No,Occasionally,Yes,1,No,2,1,User-friendly website/app interface,UI,801819
2023/06/08 5:28:47 PM GMT+5:30,36,Male,Few times a month,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,categories,First page,5,Yes,Sometimes,High shipping costs,Never,Yes,Heavily,Yes,2,Yes,1,1,Customer service ,I have no problem with Amazon yet. But others tell me about the refund issues ,457095
2023/06/08 10:41:11 PM GMT+5:30,45,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,nan,First page,3,Maybe,Always,High shipping costs,Often,Yes,Rarely,Yes,4,Yes,5,3,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues ,550438
2023/06/05 4:46:52 PM GMT+5:30,3,Others,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,Keyword,First page,4,Yes,Always,High shipping costs,Never,No,Heavily,No,5,Sometimes,2,2,Customer service,Customer service responsiveness,598110
2023/06/07 10:10:58 PM GMT+5:30,8,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Keyword,Multiple pages,3,No,Rarely,Found a better price elsewhere,Sometimes,No,Heavily,Yes,1,No,2,1,Customer service ,User interface of app,105943
2023/06/12 3:59:10 PM GMT+5:30,11,Others,Once a month,Beauty and Personal Care;others,No,Multiple times a day,nan,Multiple pages,3,Yes,Sometimes,High shipping costs,Never,No,Never,Sometimes,1,No,2,3,.,Product quality and accuracy,628736
2023/06/07 10:56:11 AM GMT+5:30,11,Others,Few times a month,Home and Kitchen,Yes,Rarely,nan,First page,2,Maybe,Never,Changed my mind or no longer need the item,Always,Yes,Heavily,No,1,Yes,1,3,Wide product selection,Scrolling option would be much better than going to next page,727443
2023/06/08 5:45:08 PM GMT+5:30,23,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Filter,First page,2,No,Often,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Yes,5,Yes,2,4,Quick delivery,User interface ,779290
2023/06/05 8:52:01 PM GMT+5:30,5,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Rarely,Filter,Multiple pages,1,No,Never,Found a better price elsewhere,Sometimes,No,Moderately,Yes,4,No,1,3,Product recommendations,.,381573
2023/06/05 1:37:01 PM GMT+5:30,31,Female,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a month,others,First page,1,No,Always,others,Always,Yes,Occasionally,Sometimes,5,Yes,4,4,Wide product selection,Quality of product is very poor according to the big offers,484312
2023/06/09 2:36:46 PM GMT+5:30,11,Prefer not to say,Few times a month,others,Sometimes,Multiple times a day,nan,First page,2,No,Never,Changed my mind or no longer need the item,Always,No,Never,Yes,3,Sometimes,2,4,Quick delivery,Shipping speed and reliability,972567
2023/06/07 10:09:54 PM GMT+5:30,22,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,categories,Multiple pages,4,Yes,Never,others,Always,Yes,Never,Sometimes,1,Yes,5,1,Product recommendations,User interface of app,768589
2023/06/09 10:58:44 AM GMT+5:30,16,Male,Once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Few times a week,Filter,Multiple pages,3,No,Rarely,High shipping costs,Rarely,Yes,Heavily,No,1,Yes,3,3,Customer service,Irrelevant product suggestions,622769
2023/06/09 4:28:58 PM GMT+5:30,63,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,others,Multiple pages,5,No,Always,Changed my mind or no longer need the item,Rarely,Yes,Heavily,No,5,No,4,5,.,better app interface and lower shipping charges,235539
2023/06/11 10:49:05 PM GMT+5:30,18,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,nan,First page,2,No,Always,Found a better price elsewhere,Rarely,No,Occasionally,Sometimes,1,Sometimes,5,4,Customer service,Quality of product is very poor according to the big offers,783534
2023/06/05 10:06:15 PM GMT+5:30,15,Prefer not to say,Less than once a month,others,Yes,Rarely,Filter,First page,1,Maybe,Often,High shipping costs,Never,No,Moderately,No,4,Yes,1,4,Wide product selection,UI,159014
2023/06/07 12:39:08 PM GMT+5:30,22,Others,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a week,Keyword,Multiple pages,4,No,Always,Changed my mind or no longer need the item,Rarely,Yes,Never,Sometimes,3,No,4,2,Customer service ,User interface ,840311
2023/06/07 3:08:03 AM GMT+5:30,45,Male,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a week,Keyword,First page,1,Yes,Always,Found a better price elsewhere,Never,No,Heavily,No,5,No,4,1,Product recommendations,Customer service responsiveness,553091
2023/06/11 11:18:35 PM GMT+5:30,7,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,others,First page,4,Yes,Often,others,Sometimes,No,Occasionally,Yes,1,Sometimes,5,4,Product recommendations,better app interface and lower shipping charges,671329
2023/06/10 10:49:42 AM GMT+5:30,61,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a month,Keyword,Multiple pages,2,Maybe,Often,High shipping costs,Rarely,No,Never,Yes,5,Yes,2,4,All the above,Nothing,584519
2023/06/11 10:44:01 PM GMT+5:30,64,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a month,Keyword,First page,5,Yes,Often,Found a better price elsewhere,Often,No,Never,Sometimes,5,Sometimes,2,3,User-friendly website/app interface,Customer service responsiveness,534394
2023/06/08 10:38:51 PM GMT+5:30,43,Female,Once a week,Clothing and Fashion;Home and Kitchen,No,Rarely,nan,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Heavily,No,5,No,5,5,All the above,Nil,807142
2023/06/04 11:27:53 PM GMT+5:30,21,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Multiple times a day,Filter,First page,1,No,Sometimes,High shipping costs,Often,No,Heavily,Yes,2,No,2,2,Competitive prices,UI,632779
2023/06/10 10:49:42 AM GMT+5:30,5,Male,Once a month,others,Yes,Few times a week,nan,Multiple pages,2,Yes,Never,Changed my mind or no longer need the item,Often,Yes,Never,Yes,5,Yes,3,3,Product recommendations,Product quality and accuracy,759224
2023/06/07 11:02:45 PM GMT+5:30,34,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,others,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Always,No,Occasionally,No,2,Sometimes,5,5,User-friendly website/app interface,Reducing packaging waste,306249
2023/06/06 11:28:31 PM GMT+5:30,35,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion,No,Multiple times a day,Filter,First page,3,Yes,Rarely,High shipping costs,Sometimes,No,Rarely,Sometimes,2,Sometimes,1,5,Customer service ,Quality of product is very poor according to the big offers,450455
2023/06/09 10:31:15 AM GMT+5:30,31,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Multiple times a day,Keyword,First page,2,Yes,Always,High shipping costs,Never,Yes,Never,Sometimes,2,Sometimes,2,5,Customer service ,I have no problem with Amazon yet. But others tell me about the refund issues ,578132
2023/06/08 5:30:12 PM GMT+5:30,42,Female,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Rarely,categories,First page,1,No,Sometimes,Found a better price elsewhere,Sometimes,Yes,Never,No,1,Sometimes,4,2,Competitive prices,UI,635477
2023/06/11 11:20:57 PM GMT+5:30,58,Male,Once a week,Home and Kitchen,Sometimes,Multiple times a day,others,Multiple pages,2,Yes,Often,others,Never,No,Rarely,Sometimes,5,Sometimes,4,2,Product recommendations,.,535188
2023/06/05 1:54:28 PM GMT+5:30,22,Prefer not to say,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,First page,5,Yes,Rarely,others,Always,Yes,Never,Sometimes,2,Yes,4,4,Customer service ,better app interface and lower shipping charges,960129
2023/06/11 11:18:35 PM GMT+5:30,12,Prefer not to say,Once a month,Clothing and Fashion;others,No,Rarely,Keyword,First page,3,Maybe,Never,Found a better price elsewhere,Rarely,Yes,Rarely,Sometimes,1,No,3,1,Product recommendations,User interface of app,245673
2023/06/11 11:03:34 PM GMT+5:30,47,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,nan,First page,5,Maybe,Sometimes,High shipping costs,Rarely,No,Rarely,No,3,Yes,3,1,Customer service ,No problems with Amazon,674900
2023/06/07 1:00:09 PM GMT+5:30,66,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,nan,Multiple pages,5,Yes,Often,Found a better price elsewhere,Rarely,No,Rarely,No,3,Yes,3,5,Customer service,Reducing packaging waste,231029
2023/06/06 8:08:19 PM GMT+5:30,34,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Multiple times a day,categories,First page,5,No,Sometimes,others,Never,Yes,Moderately,Sometimes,4,Yes,3,5,Competitive prices,Shipping speed and reliability,671354
2023/06/11 10:44:46 PM GMT+5:30,13,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen,No,Few times a week,others,First page,3,No,Rarely,Changed my mind or no longer need the item,Often,No,Rarely,Sometimes,5,Sometimes,3,3,Quick delivery,Quality of product is very poor according to the big offers,544241
2023/06/09 4:30:15 PM GMT+5:30,8,Others,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,others,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Sometimes,3,Sometimes,4,1,.,Nothing,436171
2023/06/11 10:50:44 PM GMT+5:30,50,Others,Multiple times a week,Clothing and Fashion;Home and Kitchen,Yes,Few times a month,Filter,First page,3,No,Rarely,High shipping costs,Rarely,No,Occasionally,Yes,3,No,5,4,All the above,Add more familiar brands to the list,519143
2023/06/09 2:44:09 PM GMT+5:30,30,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword,First page,2,Yes,Never,High shipping costs,Often,No,Moderately,Yes,4,No,1,3,Customer service ,I don't have any problem with Amazon,728834
2023/06/07 1:40:37 PM GMT+5:30,15,Male,Multiple times a week,Beauty and Personal Care;others,No,Rarely,Filter,First page,3,Maybe,Never,Changed my mind or no longer need the item,Often,No,Rarely,Sometimes,4,No,1,5,.,.,456036
2023/06/08 5:39:57 PM GMT+5:30,12,Others,Few times a month,Clothing and Fashion;Home and Kitchen,Yes,Few times a month,nan,First page,3,No,Never,High shipping costs,Often,Yes,Occasionally,No,2,No,5,4,Competitive prices,I don't have any problem with Amazon,449138
2023/06/09 4:32:28 PM GMT+5:30,14,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Rarely,nan,First page,5,Maybe,Sometimes,others,Often,No,Heavily,No,5,No,3,5,Customer service,Reducing packaging waste,102583
2023/06/05 12:05:20 AM GMT+5:30,45,Prefer not to say,Less than once a month,others,Yes,Few times a month,Keyword,Multiple pages,3,No,Rarely,others,Never,Yes,Never,Sometimes,5,Sometimes,5,5,Product recommendations,Reducing packaging waste,477277
2023/06/04 11:57:10 PM GMT+5:30,16,Male,Multiple times a week,Clothing and Fashion;others,Yes,Rarely,Filter,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Rarely,No,4,Sometimes,4,3,User-friendly website/app interface,Product quality and accuracy,730804
2023/06/08 3:32:42 AM GMT+5:30,51,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,others,First page,1,No,Never,Found a better price elsewhere,Never,Yes,Rarely,Yes,3,Sometimes,3,4,.,Scrolling option would be much better than going to next page,819883
2023/06/12 9:40:22 AM GMT+5:30,11,Prefer not to say,Less than once a month,Clothing and Fashion,No,Few times a week,others,First page,2,Yes,Often,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,No,5,Yes,5,2,Quick delivery,Quality of product is very poor according to the big offers,452402
2023/06/08 10:38:16 PM GMT+5:30,60,Others,Few times a month,Home and Kitchen,Sometimes,Few times a week,Filter,First page,3,Maybe,Often,Changed my mind or no longer need the item,Never,No,Occasionally,No,5,Sometimes,2,3,All the above,Scrolling option would be much better than going to next page,360215
2023/06/08 9:39:55 PM GMT+5:30,51,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword,First page,2,Yes,Sometimes,High shipping costs,Rarely,No,Occasionally,Sometimes,3,Sometimes,2,5,Customer service ,Add more familiar brands to the list,757478
2023/06/08 3:27:57 AM GMT+5:30,21,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Keyword,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Never,Yes,Moderately,Yes,4,No,4,1,Product recommendations,Scrolling option would be much better than going to next page,868484
2023/06/11 11:27:55 PM GMT+5:30,17,Prefer not to say,Once a week,Clothing and Fashion,No,Few times a week,others,Multiple pages,2,Maybe,Sometimes,others,Sometimes,No,Occasionally,No,1,Yes,1,2,User-friendly website/app interface,Nil,385824
2023/06/07 9:18:55 PM GMT+5:30,25,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,Filter,First page,3,Yes,Never,High shipping costs,Rarely,No,Never,Sometimes,1,Yes,1,4,Competitive prices,User interface of app,618687
2023/06/11 11:20:18 PM GMT+5:30,66,Male,Once a month,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,Filter,Multiple pages,4,Maybe,Rarely,others,Sometimes,Yes,Heavily,Sometimes,1,No,5,4,Competitive prices,User interface ,324772
2023/06/06 6:32:00 PM GMT+5:30,42,Female,Once a week,Home and Kitchen,Yes,Rarely,others,Multiple pages,2,No,Always,High shipping costs,Always,Yes,Moderately,No,3,Yes,5,2,All the above,Add more familiar brands to the list,659493
2023/06/06 6:39:26 PM GMT+5:30,18,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,nan,First page,4,No,Sometimes,Found a better price elsewhere,Rarely,No,Moderately,No,2,Sometimes,1,3,Customer service,Product quality and accuracy,231947
2023/06/06 6:42:07 PM GMT+5:30,18,Others,Few times a month,Groceries and Gourmet Food,Sometimes,Multiple times a day,Keyword,Multiple pages,5,Yes,Rarely,Changed my mind or no longer need the item,Often,No,Moderately,No,3,Sometimes,4,2,All the above,User interface ,895947
2023/06/07 12:29:31 PM GMT+5:30,52,Male,Once a week,Clothing and Fashion;others,No,Few times a week,nan,Multiple pages,2,No,Always,High shipping costs,Rarely,Yes,Occasionally,Sometimes,3,Yes,1,1,Quick delivery,Scrolling option would be much better than going to next page,419016
2023/06/04 7:23:21 PM GMT+5:30,30,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,First page,2,No,Sometimes,others,Often,Yes,Moderately,Yes,5,Yes,5,2,.,Shipping speed and reliability,747267
2023/06/05 10:08:15 PM GMT+5:30,59,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,nan,First page,5,Maybe,Never,Found a better price elsewhere,Often,No,Moderately,Sometimes,4,No,2,4,All the above,Scrolling option would be much better than going to next page,970185
2023/06/06 7:12:54 PM GMT+5:30,32,Male,Once a month,Groceries and Gourmet Food,Yes,Few times a week,Keyword,Multiple pages,3,Yes,Often,High shipping costs,Always,Yes,Never,No,3,No,4,3,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues ,661091
2023/06/08 10:54:00 AM GMT+5:30,15,Male,Once a month,Home and Kitchen;others,Yes,Few times a week,categories,First page,2,No,Never,High shipping costs,Sometimes,No,Rarely,Sometimes,1,Yes,5,3,Product recommendations,Nothing,118146
2023/06/08 5:07:35 PM GMT+5:30,26,Prefer not to say,Once a month,Clothing and Fashion;Home and Kitchen,No,Multiple times a day,others,First page,1,No,Sometimes,others,Rarely,No,Occasionally,No,2,Yes,5,1,Wide product selection,Scrolling option would be much better than going to next page,454415
2023/06/08 6:01:33 PM GMT+5:30,13,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Rarely,Keyword,First page,1,No,Rarely,Found a better price elsewhere,Rarely,Yes,Occasionally,No,5,Sometimes,4,4,Customer service,Nil,369324
2023/06/09 4:32:28 PM GMT+5:30,61,Female,Once a week,Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,nan,First page,5,Maybe,Often,others,Always,Yes,Never,No,3,Yes,1,5,Product recommendations,Product quality and accuracy,895597
2023/06/11 11:25:48 PM GMT+5:30,65,Male,Once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Multiple times a day,Keyword,Multiple pages,4,Maybe,Often,Changed my mind or no longer need the item,Often,No,Never,No,1,Sometimes,3,1,Customer service,No problems with Amazon,114470
2023/06/08 5:53:11 PM GMT+5:30,63,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,others,Multiple pages,4,No,Always,others,Often,Yes,Moderately,No,5,Sometimes,2,4,All the above,Scrolling option would be much better than going to next page,385104
2023/06/08 7:50:55 PM GMT+5:30,34,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,Keyword,First page,1,Yes,Always,Found a better price elsewhere,Always,No,Moderately,No,3,Sometimes,3,2,User-friendly website/app interface,User interface ,409313
2023/06/08 5:15:27 PM GMT+5:30,58,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,Yes,Multiple times a day,others,Multiple pages,5,Maybe,Always,High shipping costs,Rarely,No,Moderately,Yes,4,No,2,4,User-friendly website/app interface,Nothing,613262
2023/06/07 9:19:32 PM GMT+5:30,35,Female,Once a week,Home and Kitchen;others,Yes,Few times a week,categories,First page,1,Maybe,Rarely,Found a better price elsewhere,Often,Yes,Never,Yes,1,Yes,3,1,Customer service ,Quality of product is very poor according to the big offers,457844
2023/06/09 9:35:19 AM GMT+5:30,37,Others,Few times a month,Beauty and Personal Care,No,Rarely,nan,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Always,Yes,Never,Sometimes,4,Sometimes,5,4,Wide product selection,I don't have any problem with Amazon,777080
2023/06/04 7:45:33 PM GMT+5:30,35,Prefer not to say,Once a month,Beauty and Personal Care;Home and Kitchen;others,No,Multiple times a day,nan,First page,5,No,Rarely,others,Sometimes,Yes,Rarely,Sometimes,3,Yes,3,1,User-friendly website/app interface,Shipping speed and reliability,623246
2023/06/07 6:20:53 PM GMT+5:30,26,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,categories,First page,2,Maybe,Never,High shipping costs,Always,Yes,Moderately,Sometimes,4,No,4,4,Product recommendations,Irrelevant product suggestions,973669
2023/06/08 5:24:42 PM GMT+5:30,45,Male,Once a month,Groceries and Gourmet Food,No,Multiple times a day,others,First page,1,No,Often,others,Often,Yes,Rarely,Sometimes,3,Sometimes,5,5,Wide product selection,No problems with Amazon,765257
2023/06/09 2:36:46 PM GMT+5:30,36,Male,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,No,Few times a month,Keyword,Multiple pages,5,No,Never,Found a better price elsewhere,Rarely,Yes,Moderately,No,2,Sometimes,4,2,All the above,User interface ,880579
2023/06/07 10:42:24 PM GMT+5:30,6,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a month,Keyword,Multiple pages,1,Yes,Never,High shipping costs,Often,Yes,Never,Sometimes,5,Sometimes,4,3,All the above,Product quality and accuracy,627999
2023/06/11 10:58:09 PM GMT+5:30,22,Male,Once a month,others,Sometimes,Rarely,others,First page,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Rarely,No,3,Yes,2,5,Customer service ,better app interface and lower shipping charges,159905
2023/06/08 3:23:21 AM GMT+5:30,28,Male,Once a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a week,nan,Multiple pages,3,Maybe,Never,Found a better price elsewhere,Rarely,No,Occasionally,Yes,5,No,3,5,Customer service,No problems with Amazon,181490
2023/06/12 4:02:53 PM GMT+5:30,29,Others,Once a month,Beauty and Personal Care;others,Yes,Few times a month,Filter,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Rarely,No,Never,No,5,Sometimes,4,5,Competitive prices,Customer service responsiveness,801433
2023/06/05 12:57:05 AM GMT+5:30,29,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,others,Multiple pages,2,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Sometimes,2,No,4,1,All the above,Nil,102689
2023/06/05 1:10:59 PM GMT+5:30,23,Prefer not to say,Once a month,Beauty and Personal Care,Yes,Few times a month,nan,First page,4,No,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,5,No,4,2,Competitive prices,No problems with Amazon,269243
2023/06/06 10:46:31 AM GMT+5:30,8,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,others,First page,3,Maybe,Always,Changed my mind or no longer need the item,Never,No,Never,Sometimes,4,Yes,3,1,.,Quality of product is very poor according to the big offers,394622
2023/06/07 11:41:56 AM GMT+5:30,46,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a month,categories,First page,2,No,Always,others,Sometimes,No,Heavily,Sometimes,2,Sometimes,4,5,Quick delivery,User interface ,180866
